0,country,groups,deviceid,device,sellerid,itemid,date,views,clicks,revenue,Row Labels,Sum of clicks,Sum of revenue,Count of 0
9276,US,treatment,8237,Other,434,1446,5/8/17,5,2,0,,,,
6652,CA,control,8242,Ios,490,1260,5/8/17,7,2,0,,,,
9258,GB,treatment,8266,Web,338,2351,5/8/17,7,0,0,,,,
5836,CN,treatment,8273,Other,301,2451,5/8/17,7,2,0,,,,
7936,CN,treatment,8278,Android,198,1624,5/8/17,8,3,92.31194697,,,,
6382,GB,control,8282,Ios,162,2716,5/8/17,7,1,0,,,,
9486,US,treatment,8285,Android,439,1869,5/8/17,4,2,87.42629169,,,,
6926,CN,treatment,8289,Android,243,2028,5/8/17,5,0,0,,,,
5417,CN,control,8295,Other,444,1582,5/8/17,7,1,0,,,,
8038,CN,control,8298,Web,321,1661,5/8/17,7,3,0,,,,
2535,GB,treatment,8321,Other,270,1740,5/8/17,8,1,0,,,,
3914,CN,control,8322,Other,354,2309,5/8/17,5,1,0,,,,
2129,US,treatment,8356,Web,301,2533,5/8/17,7,1,0,,,,
6779,CN,treatment,8360,Android,199,2919,5/8/17,3,1,0,,,,
5265,US,control,8364,Web,122,1414,5/8/17,6,1,0,,,,
5954,GB,treatment,8365,Other,268,2225,5/8/17,2,0,0,,,,
3862,CN,treatment,8379,Android,304,2799,5/8/17,1,0,0,,,,
4002,GB,treatment,8382,Ios,210,1627,5/8/17,4,1,0,,,,
NA,US,control,8387,Web,132,1593,5/8/17,7,2,0,,,,
8886,GB,control,8407,Web,320,1324,5/8/17,7,2,0,,,,
8531,US,treatment,8408,Android,247,1182,5/8/17,6,3,0,,,,
2982,CN,control,8415,Ios,189,2483,5/8/17,7,1,0,,,,
5145,CA,control,8421,Web,334,2616,5/8/17,4,1,0,,,,
3585,US,treatment,8424,Web,276,1471,5/8/17,3,1,0,,,,
3647,GB,control,8426,Web,126,1336,5/8/17,7,0,0,,,,
2974,GB,treatment,8430,Web,112,2383,5/8/17,5,0,0,,,,
6688,US,treatment,8438,Other,328,2079,5/8/17,9,3,0,,,,
5391,GB,control,8441,Ios,177,2062,5/8/17,8,0,0,,,,
2165,CA,treatment,8447,Web,447,1498,5/8/17,7,0,0,,,,
2162,CN,treatment,8465,Android,317,1504,5/8/17,4,2,0,,,,
2552,CN,treatment,8496,Other,205,2852,5/8/17,5,0,0,,,,
7428,US,control,8529,Ios,335,1976,5/8/17,5,0,0,,,,
1421,CA,treatment,8530,Web,123,1201,5/8/17,8,3,0,,,,
1203,GB,treatment,8543,Ios,118,2373,5/8/17,8,1,0,,,,
9312,CA,treatment,8544,Android,493,1788,5/8/17,8,3,0,,,,
4404,GB,control,8546,Web,234,1374,5/8/17,5,1,0,,,,
5456,GB,control,8547,Android,471,1960,5/8/17,1,0,0,,,,
8475,GB,treatment,8548,Web,359,2662,5/8/17,1,0,0,,,,
5370,CN,treatment,8555,Android,464,1787,5/8/17,4,0,0,,,,
8612,US,control,8556,Other,426,2550,5/8/17,4,0,0,,,,
9551,CA,treatment,8566,Ios,478,2222,5/8/17,3,1,0,,,,
6620,US,treatment,8573,Android,445,1003,5/8/17,7,0,0,,,,
1447,CA,control,8580,Ios,123,1847,5/8/17,2,0,0,,,,
3365,GB,treatment,8616,Android,146,1452,5/8/17,5,1,0,,,,
4216,CA,treatment,8620,Other,342,2030,5/8/17,4,1,0,,,,
7217,US,treatment,8625,Web,250,2738,5/8/17,3,0,0,,,,
8131,US,control,8626,Web,432,2011,5/8/17,1,1,0,,,,
2719,US,control,8636,Android,274,2190,5/8/17,5,1,0,,,,
7227,US,treatment,8642,Android,229,2415,5/8/17,5,2,0,,,,
7423,GB,control,8646,Android,127,1738,5/8/17,10,1,0,,,,
5382,CN,treatment,8654,Web,227,1935,5/8/17,12,2,40.7943878,,,,
1091,CN,treatment,8667,Android,488,2728,5/8/17,4,1,0,,,,
6045,US,control,8668,Other,493,2172,5/8/17,8,2,95.68597276,,,,
4268,CN,control,8704,Web,412,1146,5/8/17,6,1,0,,,,
1101,GB,treatment,8712,Other,139,2259,5/8/17,3,0,0,,,,
1100,GB,control,8713,Android,312,1765,5/8/17,7,2,0,,,,
6303,GB,treatment,8715,Ios,217,2035,5/8/17,6,2,0,,,,
8229,CA,treatment,8719,Ios,305,2131,5/8/17,7,0,0,,,,
3890,GB,treatment,8736,Android,306,2590,5/8/17,8,2,253.8831861,,,,
4632,CN,control,8737,Ios,329,1841,5/8/17,7,1,0,,,,
8049,US,control,8778,Ios,382,2901,5/8/17,9,1,0,,,,
2578,US,control,8818,Other,230,2556,5/8/17,8,0,0,,,,
3052,GB,control,8828,Web,152,2585,5/8/17,4,2,0,,,,
4499,US,treatment,8836,Other,383,1314,5/8/17,10,2,0,,,,
9171,US,control,8844,Ios,219,2767,5/8/17,7,3,0,,,,
5920,US,control,8854,Other,354,2999,5/8/17,6,0,0,,,,
8448,CN,control,8855,Android,119,1228,5/8/17,1,0,0,,,,
2383,GB,treatment,8885,Ios,215,1328,5/8/17,3,1,0,,,,
8463,GB,control,8890,Web,385,1186,5/8/17,9,4,55.47579614,,,,
1990,US,treatment,8892,Android,130,2686,5/8/17,3,1,0,,,,
3267,US,control,8899,Web,164,1039,5/8/17,3,0,0,,,,
2822,US,control,8921,Ios,380,2045,5/8/17,1,1,111.4893002,,,,
1613,CN,control,8931,Android,144,2021,5/8/17,6,2,100.309933,,,,
3097,GB,control,8932,Ios,267,2289,5/8/17,7,1,0,,,,
9715,CA,control,8938,Android,450,1162,5/8/17,5,0,0,,,,
5884,US,treatment,8949,Android,403,2090,5/8/17,4,3,0,,,,
1934,CN,control,8954,Ios,212,2702,5/8/17,5,1,0,,,,
6181,US,control,8955,Android,451,1442,5/8/17,5,0,0,,,,
7266,US,treatment,8971,Android,209,2809,5/8/17,6,1,85.0909122,,,,
2883,US,control,8974,Other,316,1330,5/8/17,6,1,0,,,,
8742,US,control,8981,Ios,161,2540,5/8/17,6,2,0,,,,
5569,GB,treatment,8985,Ios,118,1566,5/8/17,4,1,0,,,,
6277,CN,control,9005,Web,359,2006,5/8/17,4,0,0,,,,
3410,US,treatment,9007,Ios,405,1511,5/8/17,5,0,0,,,,
6961,GB,treatment,9009,Android,369,1615,5/8/17,4,1,0,,,,
6209,CA,treatment,9011,Ios,318,1539,5/8/17,8,3,0,,,,
3260,US,control,9017,Web,377,1397,5/8/17,3,1,0,,,,
4663,US,treatment,9018,Other,435,2022,5/8/17,2,1,0,,,,
8899,CA,treatment,9030,Android,328,1521,5/8/17,6,1,0,,,,
NA,CN,control,9032,Ios,161,2324,5/8/17,4,2,0,,,,
5453,US,treatment,9074,Android,400,2459,5/8/17,5,0,0,,,,
5468,US,treatment,9078,Android,148,1328,5/8/17,6,2,0,,,,
6865,CN,control,9081,Web,476,1554,5/8/17,3,2,0,,,,
4287,CN,treatment,9085,Other,258,2162,5/8/17,8,2,0,,,,
6372,US,treatment,9093,Other,425,1833,5/8/17,5,0,0,,,,
7975,CN,treatment,9104,Ios,498,2457,5/8/17,7,2,0,,,,
4852,GB,control,9122,Ios,132,1136,5/8/17,6,1,0,,,,
1986,GB,control,9123,Android,441,2947,5/8/17,11,0,0,,,,
9394,CA,control,9140,Other,160,2481,5/8/17,10,0,0,,,,
1685,US,treatment,9160,Android,100,2194,5/8/17,4,0,0,,,,
6328,CA,control,9168,Ios,177,1460,5/8/17,5,1,75.08102482,,,,
5262,CN,control,9179,Android,182,1004,5/8/17,13,4,0,,,,
8023,US,control,9202,Android,360,1134,5/8/17,5,1,0,,,,
3769,US,treatment,9205,Web,123,2064,5/8/17,5,1,0,,,,
5549,US,control,9211,Web,167,2066,5/8/17,4,1,78.49913806,,,,
9248,US,treatment,9230,Android,317,2747,5/8/17,4,0,0,,,,
1809,GB,control,9236,Android,489,1494,5/8/17,1,0,0,,,,
4246,US,treatment,9241,Android,483,1618,5/8/17,5,1,122.0055366,,,,
NA,CA,control,9269,Android,117,2248,5/8/17,5,1,0,,,,
8216,GB,control,9270,Android,229,1926,5/8/17,6,0,0,,,,
8673,US,treatment,9273,Other,365,1961,5/8/17,8,2,111.1130098,,,,
5944,CN,control,9275,Android,160,1397,5/8/17,7,1,0,,,,
6775,CN,treatment,9282,Web,211,1880,5/8/17,1,0,0,,,,
6733,GB,control,9297,Web,440,1948,5/8/17,8,3,0,,,,
2875,CN,control,9301,Other,381,2249,5/8/17,4,1,0,,,,
6852,US,treatment,9305,Ios,219,2006,5/8/17,13,3,0,,,,
4103,US,treatment,9306,Ios,493,1330,5/8/17,4,0,0,,,,
8721,CN,treatment,9315,Ios,185,1443,5/8/17,6,0,0,,,,
8439,CN,treatment,9339,Android,295,1387,5/8/17,1,0,0,,,,
2986,US,control,9341,Other,489,2363,5/8/17,6,2,0,,,,
4445,US,treatment,9344,Web,111,2249,5/8/17,5,0,0,,,,
9151,US,treatment,9346,Android,119,2047,5/8/17,3,0,0,,,,
7242,CA,control,9349,Android,102,1672,5/8/17,6,1,0,,,,
5248,GB,control,9356,Android,321,2074,5/8/17,2,0,0,,,,
2562,US,control,9358,Ios,214,1059,5/8/17,1,0,0,,,,
7224,US,control,9377,Web,471,1698,5/8/17,8,2,0,,,,
7876,US,treatment,9392,Other,205,2790,5/8/17,3,1,48.32985575,,,,
5811,CN,treatment,9397,Other,342,2030,5/8/17,3,0,0,,,,
5846,CN,control,9399,Other,453,2626,5/8/17,5,2,0,,,,
8470,CN,treatment,9405,Ios,338,1355,5/8/17,14,3,0,,,,
9539,US,treatment,9444,Android,285,1604,5/8/17,7,1,0,,,,
2874,US,treatment,9461,Other,443,2076,5/8/17,3,0,0,,,,
9587,CA,treatment,9473,Web,241,2976,5/8/17,7,2,0,,,,
5429,CA,control,9506,Android,191,1244,5/8/17,10,2,0,,,,
2266,US,treatment,9514,Web,233,2526,5/8/17,8,3,0,,,,
1105,CN,treatment,9517,Web,128,2708,5/8/17,12,3,0,,,,
7823,CN,treatment,9529,Other,223,2505,5/8/17,5,1,0,,,,
6214,CA,treatment,9537,Android,277,2741,5/8/17,6,1,0,,,,
5446,CA,control,9543,Other,104,2398,5/8/17,3,0,0,,,,
6825,CN,treatment,9549,Other,115,2560,5/8/17,10,1,0,,,,
2985,GB,treatment,9584,Ios,127,2276,5/8/17,6,0,0,,,,
1751,US,control,9589,Other,433,1519,5/8/17,6,2,0,,,,
6100,GB,treatment,9602,Android,385,2435,5/8/17,6,3,0,,,,
7218,US,treatment,9607,Ios,163,2175,5/8/17,6,1,0,,,,
9341,US,control,9618,Web,159,2813,5/8/17,8,2,0,,,,
2065,US,treatment,9621,Ios,216,2620,5/8/17,5,1,0,,,,
3849,GB,control,9626,Web,136,2898,5/8/17,5,3,0,,,,
4337,CA,treatment,9628,Web,478,1186,5/8/17,7,3,0,,,,
6232,CA,control,9655,Web,119,2616,5/8/17,6,2,114.0328327,,,,
1285,GB,control,9659,Other,464,1932,5/8/17,6,3,0,,,,
8045,CN,treatment,9661,Web,466,1226,5/8/17,9,3,138.3219243,,,,
9724,US,control,9667,Android,339,2175,5/8/17,3,2,0,,,,
4680,US,treatment,9669,Web,206,2060,5/8/17,11,3,102.0736442,,,,
1427,CA,treatment,9676,Android,484,2867,5/8/17,7,0,0,,,,
2367,CA,control,9685,Ios,352,1388,5/8/17,3,0,0,,,,
5921,GB,treatment,9700,Android,160,1929,5/8/17,8,1,0,,,,
2378,US,control,9711,Android,375,2701,5/8/17,10,2,0,,,,
4614,GB,treatment,9712,Other,494,1992,5/8/17,7,3,0,,,,
5958,GB,treatment,9716,Web,178,2043,5/8/17,7,4,0,,,,
5000,CN,treatment,9726,Web,358,1158,5/8/17,7,1,0,,,,
4898,CA,control,9741,Android,314,2237,5/8/17,7,2,111.3009803,,,,
1816,CA,control,9745,Other,321,1512,5/8/17,2,0,0,,,,
2019,CN,treatment,9749,Web,168,2348,5/8/17,4,2,0,,,,
4780,CN,treatment,9759,Web,247,2258,5/8/17,5,2,0,,,,
1227,CN,treatment,9785,Android,476,2305,5/8/17,10,1,0,,,,
9302,GB,control,9787,Android,112,2537,5/8/17,11,1,0,,,,
5011,CA,treatment,9793,Ios,378,1460,5/8/17,7,1,98.3755609,,,,
7553,CA,treatment,9816,Other,281,2386,5/8/17,2,0,0,,,,
7725,US,treatment,9834,Other,199,2669,5/8/17,7,1,0,,,,
1205,US,control,9839,Ios,408,1884,5/8/17,14,1,86.98072085,,,,
2174,CA,control,9841,Other,198,1811,5/8/17,5,1,0,,,,
7223,US,control,9844,Other,469,1930,5/8/17,5,1,0,,,,
3615,GB,control,9855,Other,396,2247,5/8/17,2,0,0,,,,
4962,CA,control,9862,Ios,349,2016,5/8/17,11,1,0,,,,
8618,CN,treatment,9866,Other,335,2040,5/8/17,8,1,123.0511512,,,,
8153,CA,treatment,9900,Android,488,2944,5/8/17,11,2,0,,,,
3190,GB,control,9906,Ios,271,1714,5/8/17,5,2,0,,,,
6863,GB,control,9917,Web,391,1384,5/8/17,5,2,0,,,,
9913,CA,control,9942,Other,135,2246,5/8/17,5,1,0,,,,
3496,CN,control,9972,Other,106,2758,5/8/17,8,0,0,,,,
5054,CN,control,9980,Web,437,1248,5/8/17,3,0,0,,,,
6156,CN,treatment,10035,Other,375,1095,5/8/17,9,0,0,,,,
1993,GB,control,10038,Web,234,1868,5/8/17,4,3,0,,,,
9876,US,control,10048,Other,364,2594,5/8/17,6,3,83.03285975,,,,
6593,CN,control,10057,Android,393,2338,5/8/17,8,2,0,,,,
6736,GB,control,10070,Web,209,1657,5/8/17,5,0,0,,,,
3120,US,treatment,10097,Other,173,1799,5/8/17,6,1,0,,,,
4363,US,treatment,10111,Web,150,1637,5/8/17,4,1,0,,,,
6171,US,treatment,10117,Web,336,2629,5/8/17,6,2,0,,,,
6497,CA,treatment,10126,Ios,336,2448,5/8/17,6,0,0,,,,
2472,CA,treatment,10128,Other,344,2753,5/8/17,7,2,0,,,,
2542,GB,treatment,10134,Android,491,2818,5/8/17,7,1,88.84262277,,,,
4077,US,control,10146,Android,351,1855,5/8/17,4,0,0,,,,
9007,GB,treatment,10174,Android,164,1579,5/8/17,3,1,0,,,,
5001,US,control,10177,Web,242,2933,5/8/17,9,2,92.37824282,,,,
4361,GB,treatment,10208,Other,440,1924,5/8/17,3,0,0,,,,
9518,GB,treatment,10224,Android,180,1341,5/8/17,4,0,0,,,,
2731,CN,treatment,10231,Ios,366,1237,5/8/17,7,0,0,,,,
3176,CN,treatment,10243,Android,263,2814,5/8/17,6,1,0,,,,
4799,CA,control,10269,Other,116,1451,5/8/17,4,0,0,,,,
6788,US,control,10270,Ios,430,2751,5/8/17,4,0,0,,,,
4896,CA,control,10274,Web,135,1786,5/8/17,5,1,0,,,,
1916,CA,treatment,10304,Ios,221,1755,5/8/17,6,2,0,,,,
6739,GB,control,10315,Android,414,1488,5/8/17,7,3,0,,,,
9216,CA,control,10320,Other,441,1060,5/8/17,5,1,0,,,,
2948,US,control,10347,Web,353,2484,5/8/17,13,2,0,,,,
3201,GB,control,10360,Web,430,2936,5/8/17,4,0,0,,,,
9456,GB,treatment,10361,Android,250,2805,5/8/17,4,1,0,,,,
6913,CA,treatment,10367,Other,144,2792,5/8/17,2,0,0,,,,
8369,US,control,10368,Other,195,1479,5/8/17,6,2,0,,,,
1243,US,control,10372,Other,173,2562,5/8/17,11,3,105.7881581,,,,
5238,CN,control,10401,Web,312,1642,5/8/17,10,2,134.5976379,,,,
2397,GB,treatment,10404,Other,185,1811,5/8/17,7,1,0,,,,
8374,GB,treatment,10415,Ios,308,2051,5/8/17,4,1,0,,,,
7534,CN,treatment,10419,Android,193,1972,5/8/17,11,3,82.8603247,,,,
1099,GB,control,10429,Android,234,2412,5/8/17,9,1,0,,,,
4924,US,treatment,10477,Ios,479,1380,5/8/17,6,0,0,,,,
4539,US,control,10487,Ios,445,1037,5/8/17,11,2,0,,,,
2285,US,treatment,10489,Other,221,1604,5/8/17,5,1,0,,,,
7869,CN,treatment,10491,Other,187,2226,5/8/17,5,2,0,,,,
4504,US,treatment,10499,Other,354,2350,5/8/17,7,1,0,,,,
5440,CA,control,10506,Other,245,2518,5/8/17,6,1,0,,,,
6781,CN,treatment,10507,Android,428,2607,5/8/17,7,2,0,,,,
1694,CA,treatment,10523,Web,346,2199,5/8/17,11,2,0,,,,
4713,GB,control,10529,Ios,125,2137,5/8/17,5,1,0,,,,
3723,CA,treatment,10534,Web,241,1555,5/8/17,6,1,0,,,,
4291,GB,control,10547,Web,136,1050,5/8/17,7,1,0,,,,
2152,US,treatment,10551,Other,334,2834,5/8/17,5,2,103.2192261,,,,
6444,US,control,10573,Android,213,1170,5/8/17,5,1,0,,,,
4722,CA,treatment,10579,Web,446,1801,5/8/17,6,0,0,,,,
6485,US,treatment,10587,Android,495,1303,5/8/17,6,1,0,,,,
2005,CA,control,10588,Ios,299,2107,5/8/17,6,2,0,,,,
2255,US,treatment,10596,Other,477,1646,5/8/17,6,0,0,,,,
3014,CA,control,10604,Android,338,2469,5/8/17,3,1,0,,,,
8258,CA,control,10610,Android,126,1871,5/8/17,1,0,0,,,,
8584,CA,treatment,10613,Android,321,1072,5/8/17,3,0,0,,,,
4086,CN,treatment,10618,Web,205,2034,5/8/17,5,0,0,,,,
1441,CN,control,10628,Android,248,2595,5/8/17,7,2,0,,,,
5404,GB,treatment,10638,Web,446,2738,5/8/17,5,2,0,,,,
3565,CN,treatment,10653,Web,394,1662,5/8/17,9,2,0,,,,
9237,CA,control,10660,Ios,306,1761,5/8/17,8,0,0,,,,
3835,GB,treatment,10674,Web,185,2484,5/8/17,8,0,0,,,,
3081,US,control,10679,Other,497,1561,5/8/17,4,0,0,,,,
1800,US,treatment,10686,Android,210,1240,5/8/17,6,1,91.80321383,,,,
3031,US,treatment,10693,Android,492,1051,5/8/17,3,0,0,,,,
9161,CA,treatment,10708,Web,390,2580,5/8/17,8,1,0,,,,
4381,GB,control,10722,Ios,424,2526,5/8/17,5,0,0,,,,
7362,US,control,10730,Web,118,1331,5/8/17,6,0,0,,,,
7747,US,control,10731,Android,390,2263,5/8/17,4,1,0,,,,
1094,GB,treatment,10734,Android,385,1635,5/8/17,6,1,0,,,,
8855,CN,treatment,10781,Other,406,2756,5/8/17,6,0,0,,,,
8778,GB,treatment,10782,Other,407,1409,5/8/17,5,0,0,,,,
6663,CN,treatment,10793,Other,179,1318,5/8/17,9,2,0,,,,
9537,US,control,10806,Web,422,2513,5/8/17,8,3,0,,,,
9934,US,treatment,10811,Android,431,1382,5/8/17,9,3,0,,,,
9319,CN,treatment,10812,Android,100,1373,5/8/17,6,1,86.02908438,,,,
7084,US,control,10822,Android,354,1014,5/8/17,6,1,0,,,,
7839,CN,treatment,10842,Ios,201,1596,5/8/17,3,0,0,,,,
4343,CA,treatment,10848,Android,489,1420,5/8/17,2,0,0,,,,
8311,CN,control,10849,Web,466,2096,5/8/17,6,1,0,,,,
6180,US,treatment,10851,Web,228,1517,5/8/17,5,1,0,,,,
3646,GB,control,10856,Android,460,2886,5/8/17,4,1,0,,,,
6302,GB,treatment,10863,Ios,427,2323,5/8/17,7,2,0,,,,
3086,GB,treatment,10865,Android,134,2296,5/8/17,8,0,0,,,,
9550,US,control,10898,Other,225,1610,5/8/17,8,4,0,,,,
NA,US,control,10902,Other,193,1083,5/8/17,3,1,0,,,,
5112,CN,control,10906,Web,263,2501,5/8/17,9,0,0,,,,
9809,US,treatment,10918,Web,213,1827,5/8/17,5,0,0,,,,
1359,CA,control,10928,Ios,165,2855,5/8/17,3,0,0,,,,
4624,US,treatment,10929,Other,447,1386,5/8/17,6,1,0,,,,
4380,GB,control,10931,Web,216,2068,5/8/17,3,1,0,,,,
8286,CN,control,10937,Other,435,1740,5/8/17,5,3,0,,,,
1901,US,treatment,10940,Ios,345,1680,5/8/17,6,1,0,,,,
7336,CN,control,10946,Ios,146,2016,5/8/17,5,1,0,,,,
6152,CA,control,10954,Other,400,2429,5/8/17,9,2,0,,,,
2269,GB,control,10956,Ios,118,1913,5/8/17,2,0,0,,,,
3591,CN,control,10971,Ios,499,1292,5/8/17,6,2,142.7976624,,,,
7709,US,treatment,10977,Ios,341,1937,5/8/17,6,2,0,,,,
5820,GB,treatment,10991,Android,300,1735,5/8/17,8,1,0,,,,
5829,GB,treatment,11004,Android,281,2929,5/8/17,7,0,0,,,,
4544,CA,control,11025,Web,364,1138,5/8/17,7,0,0,,,,
4250,CA,control,11027,Android,102,1644,5/8/17,4,0,0,,,,
7214,CA,treatment,11035,Android,184,1639,5/8/17,11,3,97.62321148,,,,
3145,CN,control,11045,Web,202,1045,5/8/17,8,1,0,,,,
2199,CN,control,11054,Web,467,1543,5/8/17,5,2,0,,,,
9111,CA,treatment,11059,Web,230,1277,5/8/17,7,1,0,,,,
1327,CA,treatment,11060,Ios,126,1092,5/8/17,1,0,0,,,,
4637,US,control,11079,Ios,348,1063,5/8/17,8,4,0,,,,
6520,CN,control,11087,Web,168,2298,5/8/17,4,0,0,,,,
8079,US,treatment,11116,Web,360,2578,5/8/17,7,0,0,,,,
7555,US,treatment,11130,Android,225,1725,5/8/17,10,3,111.2761314,,,,
1629,US,treatment,11136,Other,254,1153,5/8/17,4,1,0,,,,
3362,US,treatment,11153,Android,413,2353,5/8/17,13,7,103.870634,,,,
7906,CA,treatment,11156,Other,402,1701,5/8/17,5,0,0,,,,
4134,US,control,11177,Ios,174,1556,5/8/17,12,1,0,,,,
3995,CA,control,11189,Android,267,2096,5/8/17,6,0,0,,,,
1585,CN,control,11194,Web,249,2222,5/8/17,8,2,0,,,,
6331,CA,treatment,11198,Ios,237,1216,5/8/17,4,1,0,,,,
3781,US,control,11208,Other,416,1248,5/8/17,3,0,0,,,,
2628,GB,treatment,11218,Android,472,2157,5/8/17,8,3,0,,,,
1032,GB,control,11247,Web,440,1391,5/8/17,4,0,0,,,,
4887,US,treatment,11251,Android,123,1929,5/8/17,3,2,0,,,,
8901,US,control,11261,Android,330,1093,5/8/17,4,1,0,,,,
3966,GB,control,11265,Web,122,1000,5/8/17,8,2,97.38955928,,,,
8091,GB,control,11277,Other,187,2289,5/8/17,8,2,0,,,,
5634,GB,treatment,11288,Ios,167,1391,5/8/17,10,2,0,,,,
3450,US,treatment,11307,Other,148,1137,5/8/17,3,0,0,,,,
6610,CN,control,11318,Android,497,1370,5/8/17,7,1,0,,,,
7138,CA,treatment,11360,Web,184,2136,5/8/17,7,0,0,,,,
1246,CN,treatment,11371,Web,285,1408,5/8/17,7,2,126.2510682,,,,
2836,US,treatment,11375,Android,139,1606,5/8/17,11,1,0,,,,
9270,US,treatment,11381,Web,145,2653,5/8/17,6,1,103.1889123,,,,
8720,US,treatment,11387,Android,435,1776,5/8/17,4,0,0,,,,
4792,CN,treatment,11389,Ios,230,1347,5/8/17,7,0,0,,,,
8499,CN,control,11395,Web,387,2209,5/8/17,5,1,0,,,,
1788,CA,treatment,11406,Android,306,2736,5/8/17,2,0,0,,,,
6582,CN,treatment,11416,Web,177,1524,5/8/17,8,3,0,,,,
6615,GB,treatment,11420,Web,395,1642,5/8/17,5,1,0,,,,
1848,GB,control,11440,Android,381,1403,5/8/17,5,1,0,,,,
1341,CA,control,11476,Other,279,1856,5/8/17,3,1,0,,,,
2051,GB,control,11478,Android,257,2434,5/8/17,4,0,0,,,,
6981,GB,treatment,11480,Android,321,2983,5/8/17,10,3,0,,,,
6274,US,control,11486,Web,153,1504,5/8/17,6,2,79.33995653,,,,
3377,GB,control,11487,Android,115,1909,5/8/17,3,0,0,,,,
8384,CA,control,11501,Other,349,2040,5/8/17,4,2,0,,,,
5614,CA,control,11512,Ios,190,2585,5/8/17,6,1,0,,,,
9378,CA,treatment,11524,Web,189,2836,5/8/17,6,0,0,,,,
2793,US,control,11531,Ios,110,1262,5/8/17,10,2,0,,,,
8460,US,control,11545,Ios,329,2335,5/8/17,5,1,0,,,,
8914,CA,treatment,11576,Android,469,2719,5/8/17,8,4,110.1911191,,,,
5502,CN,treatment,11580,Ios,331,2604,5/8/17,6,0,0,,,,
5109,US,control,11599,Web,104,1055,5/8/17,4,0,0,,,,
2976,CN,treatment,11608,Other,240,1735,5/8/17,9,3,0,,,,
3691,GB,treatment,11615,Other,433,1536,5/8/17,7,1,0,,,,
9291,CA,control,11621,Android,168,1892,5/8/17,4,0,0,,,,
9837,US,control,11628,Web,398,2357,5/8/17,6,1,90.00882167,,,,
5154,GB,treatment,11633,Android,360,2389,5/8/17,10,0,0,,,,
5388,CA,control,11634,Ios,307,1036,5/8/17,4,1,0,,,,
1900,CN,treatment,11637,Android,122,1043,5/8/17,5,2,80.28929074,,,,
7970,GB,control,11640,Ios,147,1172,5/8/17,3,1,0,,,,
5531,GB,control,11641,Other,404,1099,5/8/17,7,1,0,,,,
1377,CA,treatment,11651,Android,348,2906,5/8/17,9,0,0,,,,
3757,GB,treatment,11656,Other,168,1697,5/8/17,8,3,0,,,,
4412,US,control,11657,Web,331,1492,5/8/17,7,1,0,,,,
8697,CN,control,11661,Web,161,1614,5/8/17,5,0,0,,,,
9366,GB,treatment,11664,Web,317,1047,5/8/17,5,1,0,,,,
8840,US,control,11665,Android,492,2124,5/8/17,3,0,0,,,,
6633,GB,control,11676,Web,479,2658,5/8/17,7,1,0,,,,
9723,US,treatment,11679,Ios,233,1202,5/8/17,3,0,0,,,,
2474,US,treatment,11682,Web,296,2906,5/8/17,3,0,0,,,,
6359,GB,treatment,11687,Web,278,1519,5/8/17,5,2,0,,,,
6052,GB,treatment,11689,Web,124,2898,5/8/17,7,1,0,,,,
5336,US,treatment,11713,Web,408,2758,5/8/17,3,1,82.17536762,,,,
7599,US,control,11730,Other,354,2340,5/8/17,7,2,0,,,,
2590,CA,control,11744,Other,441,2445,5/8/17,3,0,0,,,,
9283,US,control,11745,Other,440,2541,5/8/17,5,3,0,,,,
5374,GB,treatment,11747,Web,108,1579,5/8/17,4,1,0,,,,
9373,GB,control,11754,Other,180,2988,5/8/17,4,1,0,,,,
4314,CA,treatment,11770,Web,407,1720,5/8/17,3,2,0,,,,
1626,GB,treatment,11774,Ios,281,2910,5/8/17,7,1,0,,,,
9579,CA,control,11778,Android,300,2655,5/8/17,2,2,0,,,,
6641,CA,treatment,11781,Ios,166,1955,5/8/17,9,3,0,,,,
2622,US,treatment,11802,Web,478,1436,5/8/17,7,3,114.5797034,,,,
2941,US,control,11805,Android,176,2134,5/8/17,3,1,0,,,,
1444,US,control,11816,Web,223,2525,5/8/17,8,0,0,,,,
3288,CA,control,11819,Other,158,2311,5/8/17,5,2,88.05536155,,,,
9963,CA,control,11821,Android,107,1406,5/8/17,5,2,0,,,,
5040,US,control,11837,Other,161,2514,5/8/17,8,0,0,,,,
6715,US,treatment,11839,Ios,214,2733,5/8/17,13,4,0,,,,
7942,CN,control,11873,Ios,413,2974,5/8/17,6,1,0,,,,
8913,US,treatment,11895,Ios,286,2613,5/8/17,6,1,98.68759152,,,,
9425,CN,treatment,11913,Other,128,1955,5/8/17,3,0,0,,,,
8209,US,control,11915,Ios,143,2774,5/8/17,3,1,0,,,,
3980,CN,treatment,11936,Web,344,2945,5/8/17,3,1,0,,,,
1847,GB,treatment,11947,Ios,113,2778,5/8/17,3,2,0,,,,
7761,GB,control,11995,Android,281,2899,5/8/17,7,1,0,,,,
9691,US,treatment,12016,Web,300,1767,5/8/17,5,2,0,,,,
9684,US,control,12017,Web,105,2767,5/8/17,12,1,0,,,,
6058,CA,control,12034,Android,425,1788,5/8/17,3,1,0,,,,
4243,CN,control,12048,Web,461,2944,5/8/17,5,0,0,,,,
7725,US,treatment,12058,Other,151,2845,5/8/17,6,2,0,,,,
7759,CA,control,12071,Ios,253,1079,5/8/17,4,1,0,,,,
6977,US,control,12078,Other,280,1853,5/8/17,4,0,0,,,,
